2000 257.105697039238 0.0551307847941035
1750 293.14331121366 0.0832053252072486
1500 342.175441646807 0.155627705678506
1250 409.981648856818 0.124452667317908
1000 511.212078163771 0.1920341394245
900 567.227701166775 0.282913165283909
800 637.555238849783 0.266935483886066
700 726.78156194415 0.365079365090528
600 805.552515306178 0.285287659232272
500 997.703353526765 0.227991149065622
400 1244.07021836483 0.300537634424111
300 1650.81095161315 0.47521739131354
200 2452.79705816164 0.96323529412218
90 3360.24254282825 1.89880952381249
80 3431.73090398659 1.41831501831793
100 3445.26809182099 1.28717948718234
70 3519.02800569358 1.42490842491057
60 3571.19135415007 1.6721611721635
50 3571.73092342615 1.57692307692583
