2000 501.874737808526 0.217393248457737
1750 573.355665258762 0.249242443378534
1500 668.149249053122 0.323206911929809
1250 800.567350578803 0.450262103022594
1000 998.151924207709 0.567822883632972
900 1107.162263311 0.682047364416624
800 1242.22816669452 0.797446236572486
700 1418.05204598522 0.891078270399409
600 1645.65730668634 1.14289855073211
500 1968.32230061344 1.5069264069319
400 2439.43107678296 1.81183350533574
300 3111.06185054394 2.6309523809549
200 3664.71394325277 3.18498168498341
100 3768.20995543776 3.27472527472716
90 3774.02433112143 3.29853479853672
70 3797.95340654019 3.17582417582595
80 3809.37249936159 3.01282051282234
60 3822.03499340686 3.17216117216259
50 3837.66605224921 3.27289377289569
