2000 501.675489045763 0.122714062216589
1750 573.144024911064 0.1471294163347
1500 667.887704953136 0.181513245701643
1250 799.450235584147 0.232541885112354
1000 997.219939244067 0.309917204671695
900 1093.77631950198 0.370681605990686
800 1227.33435455186 0.419892473129728
700 1390.08723502035 0.532840722504937
600 1603.61253302788 0.63025641026367
500 1922.3305982218 0.825974025979003
400 2339.88849932109 1.02855177158917
300 2998.90770481778 1.49166666666898
100 3007.68933243489 1.4273809523834
90 3135.50554218422 1.67692307692513
80 3213.68282971678 1.71428571428754
60 3281.54375966467 1.66739926740158
200 3294.43119911389 1.65787545787748
70 3316.40355801888 1.756043956046
50 3393.90022546757 1.64468864469064
