2000 257.069478655906 0.0844623296050775
1750 293.612426254424 0.129552684869665
1500 342.059869159023 0.117502064713237
1250 410.013478229885 0.199444958400952
1000 510.823847171159 0.228307254641867
900 567.344912334363 0.320193531973695
800 636.898254500953 0.369086021518308
700 726.940539567354 0.423076923086639
600 799.60418139559 0.386257928144463
500 998.428610261994 0.412359728167948
400 1243.8138077742 0.543145161302576
300 1648.82815824892 0.797246376818802
200 2445.44103020181 1.34477124183344
70 3397.71656981853 2.19267399267607
100 3412.46294260736 2.02417582417806
80 3481.98236144591 2.2051282051299
90 3489.20576445305 2.15018315018502
60 3518.39951195841 2.21245421245614
50 3547.11667465898 2.15384615384808
