2000 257.105697039238 0.563380281690144 1.36909957421508 1.36909957421508
1750 293.14331121366 1.10634920634917 2.30340486525534 2.30340486525534
1500 342.175441646807 1.40714285714284 2.46271171264331 2.46271171264331
1250 409.981648856818 0.804347826086996 1.46093426358137 1.46093426358137
1000 511.212078163771 1.76756756756761 2.97776027333341 2.97776027333341
900 567.227701166775 0.891176470588263 1.33093678796856 1.33093678796856
800 637.555238849783 2.23548387096774 3.10997856927553 3.10997856927553
700 726.78156194415 1.12962962962959 1.58787414717254 1.58787414717254
600 805.552515306178 1.99777777777777 2.88786648574708 2.88786648574708
500 997.703353526765 1.22702702702705 1.38615717073483 1.38615717073483
400 1244.07021836483 1.70322580645163 1.73046401962223 1.73046401962223
300 1650.81095161315 2.31666666666668 2.7236107569841 2.7236107569841
200 2452.79705816164 2.48823529411764 1.73811336289701 1.73811336289701
90 3360.24254282825 4.42 3.93212410790895 3.93212410790895
80 3431.73090398659 2.88571428571427 1.78879733853909 1.78879733853909
100 3445.26809182099 3.40714285714284 2.37591013710297 2.37591013710297
70 3519.02800569358 3.19999999999999 1.86382567689294 1.86382567689294
60 3571.19135415007 3.06153846153846 1.79809234876073 1.79809234876073
50 3571.73092342615 3.29230769230769 1.78690171847214 1.78690171847214
